name,ra1,ra2,ra3,dec1,dec2,dec3,vmag
HIP 49712 ,10,8,56.2537,-51,48,40.543,4.85
HIP 64408 ,13,12,3.4668,-37,48,11.29,4.85
HIP 36431 ,7,29,51.4141,-23,1,27.477,4.85
HIP 14862 ,3,11,56.2385,+74,23,37.928,4.85
HIP 15416 ,3,18,43.8239,+34,13,21.625,4.85
HIP 89918 ,18,20,52.0621,+03,22,37.721,4.85
HIP 32438 ,6,46,14.1527,+59,26,30.088,4.86
HIP 71832 ,14,41,38.7565,+08,9,42.322,4.86
HIP 109068,22,5,40.692,+05,3,29.824,4.86
HIP 64820 ,13,17,13.035,-66,47,0.321,4.86
HIP 101773,20,37,35.2397,-61,31,47.079,4.86
HIP 94643 ,19,15,32.3972,-25,15,23.784,4.86
HIP 81122 ,16,34,5.0203,-44,2,43.111,4.86
HIP 81497 ,16,38,44.888,+48,55,41.799,4.86
HIP 2210  ,0,27,55.7127,-33,0,25.361,4.86
HIP 80181 ,16,22,5.8901,+30,53,30.243,4.86
HIP 91918 ,18,44,19.3595,-35,38,30.916,4.86
HIP 51808 ,10,35,5.5884,+75,42,46.743,4.86
HIP 42483 ,8,39,42.4907,-29,33,39.103,4.86
HIP 85829 ,17,32,15.879,+55,10,22.104,4.86
HIP 92761 ,18,54,10.1753,-22,44,41.353,4.86
HIP 15382 ,3,18,22.0956,-22,30,40.139,4.86
HIP 70327 ,14,23,22.7401,+08,26,47.905,4.86
HIP 86736 ,17,43,25.855,-21,40,59.108,4.86
HIP 19777 ,4,14,23.6932,-10,15,21.2,4.87
HIP 12093 ,2,35,52.489,+05,35,35.886,4.87
HIP 15110 ,3,14,54.1148,+21,2,40.663,4.87
HIP 43825 ,8,55,31.5156,-27,40,53.853,4.87
HIP 34899 ,7,13,13.3711,-45,10,57.089,4.87
HIP 6411  ,1,22,20.393,+45,31,43.524,4.87
HIP 48559 ,9,54,12.4385,-25,55,56.935,4.87
HIP 52736 ,10,46,51.2442,-64,23,0.589,4.87
HIP 97290 ,19,46,21.8192,-19,45,39.221,4.87
HIP 42662 ,8,41,43.334,-15,56,35.335,4.87
HIP 51979 ,10,37,13.7988,-27,24,45.672,4.87
HIP 106551,21,34,46.4774,+38,32,1.777,4.87
HIP 58484 ,11,59,37.6913,-78,13,18.546,4.88
HIP 25539 ,5,27,38.084,+21,56,13.136,4.88
HIP 82860 ,16,56,1.3595,+65,8,4.819,4.88
HIP 91845 ,18,43,31.2402,-8,16,30.875,4.88
HIP 87936 ,17,57,47.8065,-41,42,58.53,4.88
HIP 27468 ,5,49,0.9595,+24,34,3.197,4.88
HIP 61960 ,12,41,53.0076,+10,14,9.035,4.88
HIP 35412 ,7,18,40.3808,-24,33,31.347,4.88
HIP 96341 ,19,35,12.9938,-48,5,56.798,4.88
HIP 63462 ,13,0,16.4855,+30,47,6.132,4.88
HIP 11345 ,2,25,57.0123,-12,17,25.627,4.88
HIP 27810 ,5,53,6.8844,-33,48,5.182,4.88
HIP 118243,23,59,0.5297,+55,45,17.786,4.88
HIP 118209,23,58,40.4106,-3,33,20.907,4.88
HIP 94820 ,19,17,38.0856,-18,57,10.376,4.88
HIP 117301,23,47,3.3867,+58,39,6.666,4.88
HIP 910   ,0,11,15.9082,-15,28,2.362,4.89
HIP 27511 ,5,49,32.9435,+12,39,4.917,4.89
HIP 51523 ,10,31,22.2348,-53,42,57.574,4.89
HIP 57443 ,11,46,32.247,-40,30,4.804,4.89
HIP 57851 ,11,51,51.2729,-65,12,21.22,4.89
HIP 97118 ,19,44,16.5516,+37,21,15.371,4.89
HIP 83613 ,17,5,22.6602,+12,44,27.077,4.89
HIP 25302 ,5,24,44.8265,+01,50,47.206,4.89
HIP 37908 ,7,46,7.4937,+18,30,36.608,4.89
HIP 62886 ,12,53,17.7708,+21,14,42.074,4.89
HIP 37265 ,7,39,9.9564,+34,35,4.678,4.89
HIP 115990,23,30,1.9195,+58,32,56.075,4.89
HIP 102831,20,49,58.0795,-33,46,46.824,4.89
HIP 69896 ,14,18,13.9705,-81,0,27.365,4.89
HIP 52009 ,10,37,33.2475,-13,23,4.023,4.89
HIP 85819 ,17,32,10.418,+55,11,2.799,4.89
HIP 22453 ,4,49,54.6665,+37,29,17.453,4.89
HIP 111841,22,39,15.6789,+39,3,1.019,4.89
HIP 97679 ,19,51,4.0936,+22,36,36.312,4.9
HIP 102790,20,49,28.9292,-46,13,36.813,4.9
HIP 64583 ,13,14,15.4281,-59,6,10.294,4.9
HIP 78821 ,16,5,26.5752,-19,48,6.631,4.9
HIP 78655 ,16,3,24.2026,-38,36,8.896,4.9
HIP 3801  ,0,48,49.9933,+50,58,5.49,4.9
HIP 33485 ,6,57,37.125,+45,5,38.767,4.9
HIP 62683 ,12,50,41.187,-33,59,57.364,4.9
HIP 26885 ,5,42,28.6644,+01,28,28.794,4.9
HIP 80686 ,16,28,27.8012,-70,5,4.812,4.9
HIP 6670  ,1,25,37.2093,-14,35,55.516,4.9
HIP 73473 ,15,0,58.3877,-8,31,8.166,4.91
HIP 101692,20,36,43.627,-2,32,59.705,4.91
HIP 52085 ,10,38,35.0131,-16,52,35.893,4.91
HIP 30093 ,6,19,59.6044,-2,56,40.165,4.91
HIP 113186,22,55,13.6243,+08,48,57.943,4.91
HIP 111310,22,33,0.0126,-61,58,55.463,4.91
HIP 101101,20,29,38.9587,-2,53,7.715,4.91
HIP 21139 ,4,31,52.6695,0,2,38.368,4.91
HIP 61966 ,12,41,56.5968,-59,41,8.919,4.91
HIP 66257 ,13,34,47.7463,+37,10,56.779,4.91
HIP 23835 ,5,7,26.6761,+18,38,42.026,4.91
HIP 12623 ,2,42,14.9288,+40,11,39.793,4.91
HIP 83608 ,17,5,20.1823,+54,28,11.507,4.91
HIP 34752 ,7,11,39.2924,+39,19,13.957,4.91
HIP 34622 ,7,10,13.6819,-4,14,15.488,4.91
HIP 23362 ,5,1,25.5579,-20,3,6.771,4.91
HIP 74604 ,15,14,37.3259,-31,31,8.852,4.91
HIP 98055 ,19,55,37.8223,+52,26,20.484,4.91
HIP 81724 ,16,41,34.3963,-17,44,31.793,4.91
HIP 36547 ,7,31,4.4802,+82,24,41.647,4.92
HIP 28816 ,6,4,59.1326,-16,29,3.938,4.92
HIP 30520 ,6,24,53.902,+49,17,16.437,4.92
HIP 89861 ,18,20,17.9036,+21,57,41.187,4.92
HIP 67480 ,13,49,42.8199,+21,15,50.631,4.92
HIP 75379 ,15,24,11.9301,-10,19,18.821,4.92
HIP 66200 ,13,34,7.9053,+03,39,32.49,4.92
HIP 90830 ,18,31,45.4361,-45,54,53.077,4.92
HIP 88726 ,18,6,49.8845,-43,25,29.862,4.92
HIP 72104 ,14,44,59.1951,-35,11,30.554,4.92
HIP 60697 ,12,26,24.0737,+27,16,5.746,4.92
HIP 34059 ,7,3,53.656,-49,35,3.327,4.92
HIP 102388,20,44,52.5232,+25,16,15.774,4.92
HIP 45439 ,9,15,36.7617,-38,34,11.704,4.92
HIP 28574 ,6,1,50.4258,-10,35,52.581,4.92
HIP 54204 ,11,5,20.0326,-27,17,36.944,4.92
HIP 9061  ,1,56,40.1587,-22,31,36.162,4.92
HIP 92689 ,18,53,13.5413,+50,42,29.84,4.92
HIP 39079 ,7,59,44.1847,-3,40,46.482,4.93
HIP 99120 ,20,7,23.1686,-52,52,50.915,4.93
HIP 114939,23,16,50.9505,-7,43,35.278,4.93
HIP 96483 ,19,36,53.4486,-7,1,38.894,4.93
HIP 56986 ,11,40,53.6527,-62,5,24.374,4.93
HIP 19990 ,4,17,15.6862,+20,34,43.465,4.93
HIP 36942 ,7,35,39.7002,-52,32,1.709,4.93
HIP 47592 ,9,42,14.6715,-23,54,58.351,4.93
HIP 43937 ,8,56,58.4271,-59,13,45.692,4.93
HIP 102571,20,47,10.7244,+34,22,26.772,4.93
HIP 69269 ,14,10,50.4835,-16,18,7.213,4.93
HIP 62763 ,12,51,41.9278,+27,32,26.642,4.93
HIP 20252 ,4,20,24.656,+34,34,0.272,4.93
HIP 59847 ,12,16,20.5552,+23,56,43.524,4.93
HIP 19515 ,4,10,50.433,-41,59,37.468,4.93
HIP 73996 ,15,7,17.9471,+24,52,10.535,4.93
HIP 117073,23,43,59.438,+29,21,41.59,4.93
HIP 99770 ,20,14,31.9825,+36,48,22.087,4.93
HIP 99303 ,20,9,25.6167,+36,50,22.524,4.93
HIP 72631 ,14,51,1.0201,-2,17,55.86,4.93
HIP 23179 ,4,59,15.3754,+37,53,25.737,4.93
HIP 56280 ,11,32,16.4175,-29,15,40.945,4.93
HIP 79375 ,16,12,0.0016,-10,3,51.067,4.93
HIP 63503 ,13,0,43.5858,+56,21,58.793,4.93
HIP 37609 ,7,43,0.4577,+58,42,37.753,4.93
HIP 35727 ,7,22,13.53,-19,0,59.704,4.94
HIP 48615 ,9,54,52.2371,-19,0,33.371,4.94
HIP 43347 ,8,49,47.6483,-45,18,28.475,4.94
HIP 33357 ,6,56,15.9891,-48,43,16.192,4.94
HIP 80650 ,16,27,59.0532,+68,46,4.998,4.94
HIP 99742 ,20,14,16.5856,+15,11,50.884,4.94
HIP 93279 ,19,0,0.8214,+32,8,43.766,4.94
HIP 39424 ,8,3,31.0992,+27,47,39.905,4.94
HIP 109422,22,10,8.4835,-32,32,54.386,4.94
HIP 13905 ,2,59,3.7098,+35,10,59.211,4.94
HIP 64540 ,13,13,42.9815,+40,9,10.252,4.94
HIP 101138,20,30,3.5318,+48,57,5.581,4.94
HIP 10280 ,2,12,22.3239,+30,18,11.574,4.94
HIP 51495 ,10,31,2.0746,-73,13,17.432,4.94
HIP 64166 ,13,9,3.283,-23,7,4.702,4.94
HIP 50933 ,10,24,7.8588,+65,33,59.305,4.94
HIP 61384 ,12,34,44.0653,+70,1,18.383,4.95
HIP 18505 ,3,57,25.4355,+63,4,20.098,4.95
HIP 98608 ,20,1,44.7223,-59,22,32.981,4.95
HIP 115738,23,26,55.9053,+01,15,21.015,4.95
HIP 29434 ,6,12,3.2761,+16,7,49.609,4.95
HIP 112917,22,52,1.9473,+43,18,44.514,4.95
HIP 79509 ,16,13,28.7343,-54,37,49.486,4.95
HIP 3414  ,0,43,28.0907,+47,1,28.692,4.95
HIP 98068 ,19,55,51.7612,+38,29,12.134,4.95
HIP 55945 ,11,27,56.2299,+02,51,22.647,4.95
HIP 26736 ,5,40,50.7158,-1,7,43.628,4.95
HIP 79822 ,16,17,30.501,+75,45,16.934,4.95
HIP 6242  ,1,20,4.9177,+58,13,53.818,4.95
HIP 117245,23,46,23.5369,+03,29,12.738,4.95
HIP 78207 ,15,58,11.3763,-14,16,45.544,4.95
HIP 115590,23,24,50.247,+62,16,58.22,4.96
HIP 67494 ,13,49,52.3445,-18,8,2.674,4.96
HIP 24822 ,5,19,16.5898,+22,5,48.088,4.96
HIP 27949 ,5,54,50.7859,+55,42,24.858,4.96
HIP 20877 ,4,28,26.3651,+16,21,34.664,4.96
HIP 11918 ,2,33,50.7124,-28,13,56.424,4.96
HIP 15648 ,3,21,26.6071,+43,19,46.746,4.96
HIP 78650 ,16,3,20.667,-25,51,54.536,4.96
HIP 88657 ,18,6,1.9087,+22,13,8.011,4.96
HIP 89172 ,18,11,54.1669,+31,24,19.038,4.96
HIP 7818  ,1,40,34.8042,+40,34,37.582,4.96
HIP 7918  ,1,41,46.5157,+42,36,49.705,4.96
HIP 78180 ,15,57,47.5929,+54,44,58.213,4.96
HIP 89153 ,18,11,43.328,-23,42,4.204,4.96
HIP 116310,23,33,57.1533,+31,19,31.159,4.97
HIP 117221,23,46,2.0389,+46,25,13.047,4.97
HIP 65721 ,13,28,25.9504,+13,46,48.676,4.97
HIP 20250 ,4,20,21.2348,+27,21,3.386,4.97
HIP 60172 ,12,20,21.1526,+03,18,45.817,4.97
HIP 50847 ,10,22,58.1793,-66,54,5.491,4.97
HIP 9009  ,1,56,0.0038,+68,41,6.956,4.97
HIP 38538 ,7,53,29.8365,+26,45,57.091,4.97
HIP 83430 ,17,3,7.856,+14,5,31.561,4.97
HIP 79790 ,16,17,0.9355,-50,4,5.204,4.97
HIP 76742 ,15,40,16.9053,-23,49,5.01,4.97
HIP 5862  ,1,15,10.5677,-45,31,55.55,4.97
HIP 17313 ,3,42,22.6435,+33,57,54.14,4.97
HIP 116758,23,39,47.0368,-14,13,19.354,4.97
HIP 28010 ,5,55,29.8904,-37,7,14.194,4.97
HIP 70753 ,14,28,10.4433,-29,29,29.687,4.97
HIP 18772 ,4,1,18.0711,-61,4,44.585,4.97
HIP 13884 ,2,58,47.766,-64,4,16.67,4.98
HIP 53824 ,11,0,44.8323,+06,6,5.412,4.98
HIP 37379 ,7,40,23.212,-15,15,49.867,4.98
HIP 90156 ,18,23,54.6489,+58,48,2.107,4.98
HIP 23783 ,5,6,40.6583,+51,35,53.315,4.98
HIP 57696 ,11,49,56.6271,-70,13,32.829,4.98
HIP 42509 ,8,40,1.5194,-12,28,31.348,4.98
HIP 92951 ,18,56,14.6129,+04,12,7.404,4.98
HIP 76041 ,15,31,46.9923,+40,53,57.728,4.98
HIP 10053 ,2,9,25.2861,+25,56,23.902,4.98
HIP 78493 ,16,1,26.5906,+29,51,3.882,4.98
HIP 60746 ,12,26,59.3041,+26,49,32.598,4.98
HIP 26235 ,5,35,22.8998,-5,24,57.828,4.98
HIP 95066 ,19,20,32.8382,-5,24,57.15,4.98
HIP 26220 ,5,35,15.823,-5,23,14.335,4.98
HIP 7999  ,1,42,43.5169,-3,41,24.421,4.98
HIP 98073 ,19,55,55.3883,+58,50,45.671,4.98
HIP 66821 ,13,41,44.8148,-54,33,33.716,4.99
HIP 78323 ,15,59,30.2958,-41,44,39.826,4.99
HIP 46771 ,9,31,56.7923,+11,18,0.111,4.99
HIP 44659 ,9,5,58.3778,+05,5,32.433,4.99
HIP 59856 ,12,16,30.1748,+33,3,42.475,4.99
HIP 89348 ,18,13,53.3585,+64,23,49.918,4.99
HIP 25142 ,5,22,50.0013,+03,32,40.013,4.99
HIP 36041 ,7,25,38.8987,+09,16,34.026,4.99
HIP 17304 ,3,42,14.8991,-31,56,18.225,4.99
HIP 69389 ,14,12,15.8304,+02,24,34.186,4.99
HIP 109289,22,8,25.9281,-34,2,37.396,4.99
HIP 98842 ,20,4,19.563,-32,3,22.57,4.99
HIP 95372 ,19,24,7.5718,+29,37,16.72,4.99
HIP 113288,22,56,25.9987,+49,44,0.783,4.99
HIP 45085 ,9,11,4.4026,-44,52,4.484,4.99
HIP 75206 ,15,22,8.3941,-47,55,38.891,4.99
HIP 32855 ,6,50,52.3493,-34,22,2.354,4.99
HIP 355   ,0,4,30.1224,-10,30,34.18,4.99
HIP 115115,23,18,57.6509,-9,36,38.632,4.99
HIP 40259 ,8,13,19.975,-15,47,17.572,4.99
HIP 21644 ,4,38,53.5937,-12,7,23.082,4.99
HIP 75312 ,15,23,12.2263,+30,17,17.668,4.99
HIP 32844 ,6,50,45.9632,+41,46,53.636,4.99
HIP 9505  ,2,2,18.0742,+54,29,15.178,4.99
HIP 33971 ,7,2,54.7795,-4,14,21.257,4.99
HIP 55560 ,11,22,49.6138,+43,28,57.852,4.99
HIP 18488 ,3,57,8.2927,+61,6,32.101,4.99
HIP 16147 ,3,28,3.0501,+49,3,46.553,4.99
HIP 29735 ,6,15,44.8788,-13,43,6.193,5
HIP 19018 ,4,4,27.1637,+59,9,19.829,5
HIP 94490 ,19,13,55.1647,+57,42,18.919,5
HIP 79043 ,16,8,4.5465,+17,2,49.177,5
HIP 25278 ,5,24,25.3103,+17,23,0.787,5
HIP 118121,23,57,34.9717,-64,17,53.097,5
HIP 47205 ,9,37,12.7085,+06,50,8.791,5
HIP 97295 ,19,46,25.5839,+33,43,43.277,5
HIP 96275 ,19,34,34.888,+19,46,24.231,5
HIP 88060 ,17,59,5.2798,-30,15,10.817,5
HIP 33345 ,6,56,6.6468,-14,2,36.407,5
HIP 93408 ,19,1,26.3597,+46,56,6.078,5
HIP 29034 ,6,7,31.6321,-37,15,10.516,5
HIP 55588 ,11,23,12.7023,-36,9,53.164,5
HIP 35384 ,7,18,31.979,+49,27,53.086,5
HIP 88788 ,18,7,28.7384,+43,27,43.317,5
HIP 92845 ,18,55,7.072,-22,40,16.512,5
HIP 57175 ,11,43,31.1998,-62,29,21.835,5
HIP 76008 ,15,31,25.0542,+77,20,57.62,5
HIP 60998 ,12,30,6.7613,+69,12,4.539,5.01
HIP 29919 ,6,17,54.832,+61,30,55.052,5.01
HIP 29353 ,6,11,15.0151,-65,35,22.938,5.01
HIP 60059 ,12,18,59.8285,-55,8,34.711,5.01
HIP 46950 ,9,34,8.8013,-51,15,19.015,5.01
HIP 23430 ,5,2,9.766,-26,16,29.436,5.01
HIP 56862 ,11,39,29.633,-65,23,51.896,5.01
HIP 97496 ,19,48,58.6488,+19,8,31.121,5.01
HIP 42088 ,8,34,43.6088,-49,56,39.287,5.01
HIP 84833 ,17,20,18.8657,+18,3,25.978,5.01
HIP 7719  ,1,39,21.0191,+44,23,10.062,5.01
HIP 36429 ,7,29,48.7812,+27,54,58.317,5.01
HIP 2219  ,0,28,2.8446,+17,53,35.07,5.01
HIP 24504 ,5,15,24.4117,+32,41,15.252,5.01
HIP 98258 ,19,57,57.0203,-15,29,28.545,5.01
HIP 38423 ,7,52,15.8031,-34,42,21.676,5.01
HIP 60646 ,12,25,50.9971,+39,1,7.315,5.01
HIP 841   ,0,10,19.242,+46,4,20.176,5.01
HIP 52425 ,10,43,4.0394,+69,4,34.483,5.01
HIP 87212 ,17,49,4.3338,+50,46,49.961,5.02
HIP 25292 ,5,24,39.1421,+37,23,7.351,5.02
HIP 107608,21,47,44.1733,-30,53,53.901,5.02
HIP 95477 ,19,25,16.4506,-24,30,30.416,5.02
HIP 20901 ,4,28,50.1011,+13,2,51.501,5.02
HIP 46880 ,9,33,12.4725,-21,6,56.733,5.02
HIP 51635 ,10,32,56.8807,-47,0,12.129,5.02
HIP 72800 ,14,52,51.0889,-37,48,11.219,5.02
HIP 53426 ,10,55,44.4626,+33,30,25.185,5.02
HIP 68103 ,13,56,34.1626,+27,29,31.914,5.02
HIP 89981 ,18,21,32.6848,+49,7,17.29,5.02
HIP 91975 ,18,44,49.933,+02,3,36.27,5.02
HIP 87234 ,17,49,26.9369,+76,57,44.201,5.02
HIP 74793 ,15,17,5.8816,+71,49,25.962,5.02
HIP 93057 ,18,57,20.4777,-20,39,22.804,5.02
HIP 22479 ,4,50,11.5891,-16,13,2.22,5.03
HIP 97635 ,19,50,37.7337,+52,59,17.4,5.03
HIP 91755 ,18,42,37.9562,+55,32,21.842,5.03
HIP 37891 ,7,45,56.8767,-14,33,49.753,5.03
HIP 66803 ,13,41,36.8307,-8,42,11.096,5.03
HIP 41639 ,8,29,27.488,-44,43,29.38,5.03
HIP 95937 ,19,30,39.824,-2,47,19.901,5.03
HIP 95261 ,19,22,51.1806,-54,25,25.424,5.03
HIP 84671 ,17,18,36.9856,+10,51,52.966,5.03
HIP 69618 ,14,14,57.1639,-57,5,9.871,5.03
HIP 61418 ,12,35,7.7625,+18,22,37.204,5.03
HIP 28675 ,6,3,15.5611,-26,17,5.102,5.03
HIP 9836  ,2,6,33.9125,+22,38,54.255,5.03
HIP 83336 ,17,1,52.6493,-32,8,36.245,5.03
HIP 82504 ,16,51,45.2554,+24,39,23.111,5.03
HIP 103200,20,54,33.6372,+28,3,27.474,5.03
HIP 35226 ,7,16,49.4157,-36,35,33.533,5.03
HIP 53721 ,10,59,28.2158,+40,25,48.442,5.03
HIP 64407 ,13,12,3.4846,-16,11,52.452,5.04
HIP 65468 ,13,25,7.3604,-74,53,14.99,5.04
HIP 28991 ,6,7,3.3628,-62,9,15.881,5.04
HIP 39690 ,8,6,40.3439,-45,15,57.752,5.04
HIP 74975 ,15,19,18.5799,+01,45,59.962,5.04
HIP 28325 ,5,59,4.3076,-9,33,29.302,5.04
HIP 108535,21,59,15.1037,+73,10,49.023,5.04
HIP 58905 ,12,4,46.6637,-76,31,9.029,5.04
HIP 8241  ,1,46,6.1389,-53,31,19.85,5.04
HIP 74778 ,15,16,56.8983,-60,57,26.081,5.04
HIP 77811 ,15,53,20.0608,-20,10,1.179,5.04
HIP 37300 ,7,39,28.5911,+17,40,28.256,5.04
HIP 65810 ,13,29,25.2555,-51,9,54.414,5.04
HIP 37606 ,7,42,57.161,-45,10,18.382,5.04
HIP 35846 ,7,23,28.5541,+25,3,2.161,5.04
HIP 15219 ,3,16,12.2047,+50,56,15.758,5.04
HIP 75973 ,15,30,55.7508,+40,49,59.045,5.04
HIP 183   ,0,2,19.9142,-29,43,13.613,5.04
HIP 21861 ,4,42,3.4463,-37,8,41.158,5.04
HIP 111710,22,37,45.421,-4,13,39.946,5.04
HIP 106711,21,36,56.977,+40,24,48.566,5.04
HIP 5317  ,1,8,0.7185,+43,56,32.068,5.04
HIP 105186,21,18,27.1817,+43,56,45.481,5.04
HIP 32173 ,6,43,5.0083,+44,31,28.285,5.04
HIP 29800 ,6,16,26.57,+12,16,18.157,5.04
HIP 17851 ,3,49,11.2041,+24,8,12.572,5.05
HIP 114347,23,9,31.4548,+08,40,37.818,5.05
HIP 115227,23,20,20.5371,+05,22,53.226,5.05
HIP 88745 ,18,7,1.6076,+30,33,42.725,5.05
HIP 23649 ,5,4,57.9525,-49,34,40.189,5.05
HIP 31765 ,6,38,37.6325,-48,13,12.833,5.05
HIP 24879 ,5,20,0.921,+33,57,29.026,5.05
HIP 117371,23,47,54.7477,+67,48,24.525,5.05
HIP 15444 ,3,19,7.6185,+50,5,42.099,5.05
HIP 109556,22,11,30.5843,+59,24,52.252,5.05
HIP 42430 ,8,39,8.0699,-22,39,46.461,5.05
HIP 37391 ,7,40,31.0915,+87,1,12.563,5.05
HIP 98571 ,20,1,21.5485,+50,6,16.848,5.06
HIP 102950,20,51,30.0499,-51,36,29.401,5.06
HIP 17296 ,3,42,9.347,+63,13,0.332,5.06
HIP 29417 ,6,11,51.8162,-6,33,1.018,5.06
HIP 40680 ,8,18,18.7776,-65,36,47.684,5.06
HIP 104755,21,13,20.4384,-70,7,34.382,5.06
HIP 96825 ,19,40,50.1135,+45,31,28.738,5.06
HIP 117718,23,52,29.2922,+19,7,13.332,5.06
HIP 84033 ,17,10,42.3505,-44,33,27.184,5.06
HIP 96950 ,19,42,31.0926,-16,7,26.306,5.06
HIP 36817 ,7,34,18.6738,-23,28,25.187,5.06
HIP 49485 ,10,6,11.2212,-47,22,11.514,5.06
HIP 101868,20,38,31.9083,+24,6,57.519,5.06
HIP 53838 ,11,0,50.4802,+39,12,43.675,5.06
HIP 25045 ,5,21,46.2677,-24,46,22.62,5.06
HIP 30772 ,6,27,57.572,-4,45,43.728,5.06
HIP 24505 ,5,15,24.3654,-26,56,36.374,5.06
HIP 70248 ,14,22,23.197,-80,6,32.08,5.06
HIP 29134 ,6,8,44.3441,-68,50,36.446,5.06
HIP 102843,20,50,4.8316,+44,3,32.336,5.06
HIP 101916,20,39,7.5925,+10,5,10.147,5.07
HIP 109017,22,5,8.7913,+62,16,47.356,5.07
HIP 21727 ,4,39,54.6872,+53,4,46.467,5.07
HIP 14954 ,3,12,46.3236,-1,11,45.359,5.07
HIP 90853 ,18,32,1.9443,-45,45,26.474,5.07
HIP 56243 ,11,31,46.0731,-59,26,31.43,5.07
HIP 48437 ,9,52,30.4709,-8,6,17.696,5.07
HIP 85805 ,17,31,57.89,+68,8,4.927,5.07
HIP 25282 ,5,24,28.9111,0,53,30.008,5.07
HIP 38010 ,7,47,24.9998,-38,30,40.162,5.07
HIP 81292 ,16,36,13.732,+52,55,27.68,5.07
HIP 2578  ,0,32,43.7943,-63,1,52.963,5.07
HIP 93867 ,19,6,58.6033,+11,4,16.698,5.07
HIP 51775 ,10,34,48.0736,+06,57,13.001,5.07
HIP 34909 ,7,13,22.267,+16,9,32.644,5.07
HIP 3810  ,0,48,58.7097,+16,56,28.081,5.07
HIP 21060 ,4,30,50.0977,-44,57,13.477,5.07
HIP 36393 ,7,29,20.4633,+28,7,6.254,5.07
HIP 107763,21,49,50.6819,+30,10,27.403,5.07
HIP 33558 ,6,58,25.1057,-34,6,42.213,5.07
HIP 46928 ,9,33,53.5052,-80,56,28.657,5.07
HIP 69415 ,14,12,46.0331,-27,15,39.96,5.07
HIP 83947 ,17,9,33.2815,+40,46,37.255,5.07
HIP 47452 ,9,40,18.3791,-14,19,56.084,5.07
HIP 46774 ,9,31,57.5826,+09,42,56.874,5.07
HIP 92814 ,18,54,43.1153,-15,36,10.88,5.08
HIP 100881,20,27,19.2035,-18,12,42.1,5.08
HIP 111532,22,35,45.7767,+73,38,35.257,5.08
HIP 108036,21,53,17.5838,-13,33,6.485,5.08
HIP 29271 ,6,10,14.2033,-74,45,9.1,5.08
HIP 32558 ,6,47,37.2236,-8,59,54.604,5.08
HIP 51912 ,10,36,20.5643,-59,33,51.464,5.08
HIP 51437 ,10,30,17.503,0,38,13.099,5.08
HIP 63005 ,12,54,36.9213,-57,10,7.118,5.08
HIP 73129 ,14,56,44.0023,-62,46,51.555,5.08
HIP 41483 ,8,27,36.6508,-53,5,18.743,5.08
HIP 52457 ,10,43,25.0299,+23,11,18.184,5.08
HIP 22565 ,4,51,22.4133,+18,50,23.787,5.08
HIP 21673 ,4,39,9.1973,+15,48,0.124,5.08
HIP 17771 ,3,48,16.252,+11,8,36.119,5.08
HIP 38872 ,7,57,18.4305,-44,6,35.552,5.08
HIP 99080 ,20,6,53.3979,+23,36,51.927,5.08
HIP 48113 ,9,48,35.1848,+46,1,16.439,5.08
HIP 25110 ,5,22,33.7773,+79,13,50.725,5.08
HIP 25541 ,5,27,38.8873,+34,28,33.551,5.08
HIP 2854  ,0,36,8.2875,+54,10,6.434,5.08
HIP 51718 ,10,34,0.8911,-23,44,42.778,5.08
HIP 55598 ,11,23,22.0724,-18,46,47.65,5.08
HIP 3781  ,0,48,35.1185,-74,55,24.073,5.09
HIP 31278 ,6,33,37.9208,-1,13,12.398,5.09
HIP 48224 ,9,49,57.1615,-45,43,57.937,5.09
HIP 47965 ,9,46,31.6642,+57,7,40.763,5.09
HIP 35699 ,7,21,56.8994,+20,26,37.379,5.09
HIP 77660 ,15,51,15.6474,-3,5,25.546,5.09
HIP 90037 ,18,22,18.6041,-38,39,24.57,5.09
HIP 98920 ,20,5,9.4746,+19,59,27.157,5.09
HIP 117020,23,43,22.3565,+10,19,53.431,5.09
HIP 40321 ,8,13,58.3181,-36,19,20.279,5.09
HIP 108022,21,53,3.7626,+25,55,30.5,5.09
HIP 46283 ,9,26,17.9775,-53,22,44.169,5.09
HIP 106999,21,40,11.061,+43,16,25.682,5.09
HIP 59819 ,12,16,0.2349,+14,53,56.921,5.09
HIP 9110  ,1,57,21.0334,+17,49,3.322,5.09
HIP 39023 ,7,59,5.7225,-23,18,37.45,5.09
HIP 36114 ,7,26,21.8557,-51,1,6.585,5.09
HIP 43413 ,8,50,33.4638,-46,31,45.106,5.09
HIP 113788,23,2,36.3369,+42,45,28.102,5.09
HIP 87194 ,17,48,49.1491,+25,37,22.664,5.09
HIP 16292 ,3,30,0.2303,+55,27,6.613,5.09
HIP 109102,22,6,1.9599,+45,0,51.788,5.09
HIP 110256,22,20,1.4802,-80,26,22.715,5.09
HIP 79302 ,16,11,2.1271,-29,24,57.624,5.09
HIP 23265 ,5,0,20.7169,+81,11,38.476,5.09
HIP 55597 ,11,23,21.4314,-64,57,17.033,5.09
HIP 115444,23,23,4.5572,+12,18,50.227,5.09
HIP 27534 ,5,49,53.5535,-66,54,4.431,5.1
HIP 19461 ,4,10,2.7857,+80,41,55.227,5.1
HIP 70400 ,14,24,11.3903,+05,49,12.413,5.1
HIP 20522 ,4,23,51.8376,+09,27,39.542,5.1
